Price_euros,Company,Ram,Memory,Cpu,Gpu,Inches,Weight
559.00,Asus,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2kg
519.00,Lenovo,8GB,1TB HDD,AMD A6-Series 9220 2.5GHz,AMD Radeon R4,17.3,2.8kg
749.00,Dell,4GB,256GB SSD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,15.6,2.2kg
1429.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,12.5,1.36kg
349.00,Lenovo,4GB,128GB SSD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2.2kg
1099.00,HP,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
1179.00,Dell,8GB,256GB SSD,Intel Core i5 7440HQ 2.8GHz,Nvidia GeForce 930MX,14,1.64kg
441.80,Acer,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.4kg
1993.00,Dell,8GB,64GB Flash Storage +  1TB HDD,Intel Xeon E3-1505M V6 3GHz,Nvidia Quadro M620,15.6,2.23kg
1027.74,MSI,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
2589.00,Microsoft,16GB,512GB SSD,Intel Core i7 7660U 2.5GHz,Intel Iris Plus Graphics 640,13.5,1.25kg
589.00,HP,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.91kg
1975.00,Dell,16GB,256GB SSD,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M620,15.6,2.17kg
1534.00,HP,8GB,512GB SSD,Intel Core i7 7820HQ 2.9GHz,Intel HD Graphics 620,15.6,2.31kg
1345.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.65kg
979.00,Dell,8GB,128GB SSD +  1TB HDD,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,15.6,2.36kg
479.00,Dell,4GB,500GB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,11.6,1.47kg
2046.00,Dell,8GB,1TB HDD,Intel Core i7 7700HQ 2.7GHz,Nvidia GeForce GTX 1060,17.3,4.42kg
989.00,Microsoft,4GB,128GB SSD,Intel Core M m3-7Y30 2.2GHz,Intel HD Graphics 615,13.5,1.252kg
1799.00,Microsoft,8GB,256GB SSD,Intel Core i7 7660U 2.5GHz,Intel Iris Plus Graphics 640,13.5,1.25kg
639.90,HP,8GB,256GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,17.3,2.5kg
544.00,Acer,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce 940MX,15.6,2.23kg
435.00,Acer,4GB,128GB SSD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.4kg
749.00,Asus,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.37kg
799.00,Lenovo,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M460,14,1.5kg
2090.00,Lenovo,8GB,256GB SSD,Intel Core i7 7820HQ 2.9GHz,Nvidia Quadro M2200M,15.6,2.67kg
304.00,Asus,4GB,500GB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 500,15.6,2kg
469.00,Acer,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce GTX 940MX,15.6,2.2kg
759.00,Dell,8GB,2TB HDD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,15.6,2.02kg
1699.00,HP,12GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,3.78kg
1858.00,Lenovo,12GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.4kg
1999.00,HP,8GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13.3,1.29kg
1154.00,HP,8GB,500GB HDD,Intel Core i5 7200U 2.5GHz,AMD FirePro W4190M,15.6,1.9kg
1275.00,Google,8GB,128GB SSD,Intel Core i5 7Y57 1.2GHz,Intel HD Graphics 615,12.3,1.1kg
1841.85,Dell,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.42kg
1299.00,Asus,12GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Intel HD Graphics 530,15.6,2.06kg
740.00,Dell,8GB,128GB SSD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,14,1.79kg
2408.00,Dell,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,15.6,1.78kg
1364.00,Lenovo,8GB,180GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.7kg
675.00,Dell,8GB,1TB HDD,Intel Core i5 8250U 1.6GHz,AMD Radeon 520,15.6,2.2kg
1672.00,Toshiba,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.05kg
1262.00,Dell,8GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 940MX,15.6,2.16kg
586.60,Dell,4GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.18kg
726.00,HP,4GB,128GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.49kg
248.90,Chuwi,4GB,64GB Flash Storage,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,15.6,1.89kg
565.00,Lenovo,4GB,128GB SSD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.3kg
1049.00,Lenovo,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,14,1.75kg
2338.00,Dell,16GB,512GB SSD,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M620,15.6,2.17kg
1899.00,Dell,16GB,512GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.06kg
1798.00,Lenovo,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,1.36kg
1950.00,Asus,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,0.91kg
1011.99,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,15.6,2.3kg
2799.00,Toshiba,32GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.05kg
1350.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,1.99kg
579.00,Acer,8GB,1TB HDD,AMD A10-Series 9620P 2.5GHz,AMD Radeon RX 540,15.6,2.2kg
1269.00,Asus,24GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,17.3,4.33kg
1099.00,Lenovo,8GB,180GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.3kg
898.90,Lenovo,8GB,256GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,15.6,2.17kg
1749.00,HP,8GB,1TB SSD,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,14,1.48kg
949.00,Lenovo,8GB,256GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,13.3,1.4kg
911.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
340.00,Asus,4GB,64GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,11.6,1.2kg
618.99,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,15.6,1.91kg
1599.00,Lenovo,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.9,1.4kg
299.00,Lenovo,4GB,500GB HDD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14,2.1kg
265.00,Lenovo,4GB,16GB SSD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.25kg
949.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.44kg
1224.00,Asus,8GB,256GB SSD +  1TB HDD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2kg
613.00,Acer,4GB,1TB HDD,Intel Core i5 8250U 1.6GHz,Nvidia GeForce MX150,15.6,2.2kg
1323.00,HP,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.34kg
1149.00,Lenovo,8GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,2.4kg
899.00,Dell,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.29kg
639.00,Acer,4GB,500GB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.2kg
836.00,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.18kg
1219.24,Dell,16GB,256GB SSD +  2TB HDD,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,15.6,2.2kg
1399.95,Xiaomi,16GB,256GB SSD,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,15.6,1.95kg
245.00,Asus,2GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,11.6,1.1kg
521.47,HP,4GB,1TB HDD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,15.6,2.04kg
2968.00,Asus,24GB,512GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1080,15.6,2.24kg
889.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,15.6,2.04kg
1504.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1050 Ti,17.3,3kg
1399.00,Lenovo,8GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,3.2kg
1399.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.32kg
1279.73,Dell,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,14,1.64kg
689.00,HP,4GB,128GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.63kg
889.00,Dell,8GB,128GB SSD +  1TB HDD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,17.3,2.8kg
1340.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,2.02kg
799.00,Lenovo,4GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,15.6,2.2kg
459.00,Lenovo,8GB,2TB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX,15.6,2.2kg
585.00,Dell,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,15.6,2.3kg
1377.00,Dell,8GB,256GB SSD,Intel Core i5 7440HQ 2.8GHz,Intel HD Graphics 620,15.6,1.9kg
3012.77,Dell,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
860.00,Toshiba,8GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.0kg
1299.00,Asus,8GB,256GB SSD +  1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 960M,15.6,2kg
369.00,Mediacom,4GB,32GB SSD,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,13.3,1.2kg
1649.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,15.6,2.3kg
1369.00,Dell,8GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,15.6,1.93kg
797.41,Dell,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,15.6,2.2kg
398.99,HP,4GB,256GB SSD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,15.6,1.86kg
1799.00,HP,12GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.62kg
859.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,14,1.87kg
1399.00,Dell,8GB,256GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13.3,1.2kg
735.87,Dell,4GB,128GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,14,1.6kg
1145.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.34kg
798.00,Acer,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
349.00,Asus,4GB,500GB HDD,AMD E-Series 7110 1.8GHz,AMD Radeon R2 Graphics,15.6,2kg
705.50,HP,4GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.1kg
785.00,Lenovo,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.87kg
462.35,Lenovo,4GB,1TB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.15kg
397.00,HP,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.86kg
1729.00,Lenovo,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.99kg
499.00,Lenovo,4GB,128GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.2kg
1116.99,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.9kg
2699.00,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
544.15,HP,8GB,1TB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,17.3,2.65kg
1280.00,HP,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,17.3,2.63kg
224.00,Asus,4GB,500GB HDD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,2kg
255.00,Mediacom,4GB,32GB Flash Storage,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,13.3,1.35kg
949.00,Lenovo,6GB,128GB SSD +  1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,17.3,2.8kg
568.90,HP,6GB,128GB SSD,AMD A10-Series A10-9620P 2.5GHz,AMD Radeon 530,15.6,1.91kg
617.90,Dell,4GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,15.6,2.18kg
349.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 2.0GHz,Intel HD Graphics 500,11.6,1.25kg
630.00,Lenovo,4GB,128GB SSD,Intel Core i3 7130U 2.7GHz,Intel HD Graphics 620,15.6,2.05kg
1965.00,HP,16GB,512GB SSD,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,13.3,1.16kg
2999.00,Lenovo,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620M,17.3,3.4kg
839.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.5kg
1599.00,Dell,8GB,128GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.21kg
959.00,Dell,4GB,500GB HDD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.93kg
739.00,Fujitsu,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.2kg
344.00,Lenovo,4GB,500GB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2.2kg
990.00,Lenovo,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,2.02kg
1860.99,HP,8GB,500GB HDD,Intel Core i5 7440HQ 2.8GHz,Nvidia Quadro M1200,17.3,3.14kg
389.00,HP,8GB,2TB HDD,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,14,1.94kg
649.00,HP,6GB,256GB SSD,AMD A9-Series A9-9420 3GHz,AMD Radeon 530,15.6,1.95kg
830.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
685.00,Lenovo,4GB,500GB HDD,Intel Core i5 8250U 1.6GHz,Intel HD Graphics 620,15.6,2.05kg
249.00,Mediacom,4GB,32GB SSD,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,14,1.4kg
1865.00,Toshiba,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.24kg
2663.00,Lenovo,32GB,256GB SSD +  1TB HDD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1070,17.3,4.6kg
2729.00,MSI,16GB,512GB SSD +  1TB HDD,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,17.3,4.14kg
749.01,Dell,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M430,15.6,2.2kg
389.00,Mediacom,4GB,32GB SSD,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,14,1.45kg
1008.52,Dell,8GB,500GB HDD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.9kg
719.00,HP,4GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,13.3,1.49kg
1537.39,Dell,16GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Nvidia GeForce 930MX,15.6,1.93kg
295.00,Dell,4GB,16GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.26kg
2349.00,MSI,16GB,128GB SSD +  1TB HDD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,17.3,4.5kg
1498.00,HP,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17.3,3.78kg
1673.00,Lenovo,12GB,256GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.4kg
609.00,Lenovo,12GB,1TB HDD,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,15.6,2.2kg
1770.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,17.3,2.73kg
739.00,Asus,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 520,15.6,2.2kg
949.00,Lenovo,12GB,512GB SSD,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,15.6,2.2kg
603.00,Dell,4GB,128GB SSD,Intel Core M 7Y30 1.0GHz,Intel HD Graphics 615,11.6,1.39kg
1699.00,Samsung,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.5kg
529.00,Lenovo,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,17.3,2.8kg
459.00,Lenovo,8GB,1TB HDD,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,15.6,2.29kg
2025.00,Lenovo,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.37kg
1474.00,Lenovo,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Intel HD Graphics 630,14,1.7kg
1670.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,12.5,1.34kg
1763.00,Dell,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,15.6,2.06kg
1219.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.84kg
668.48,HP,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.1kg
329.00,Acer,4GB,32GB Flash Storage,Intel Celeron Quad Core N3450 1.1GHz,Intel HD Graphics 500,14,1.6kg
2199.00,MSI,16GB,128GB SSD +  1TB HDD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 970M,17.3,4.14kg
465.00,Dell,4GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420,15.6,2.18kg
2299.00,MSI,16GB,256GB SSD +  2TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,1.8kg
1399.00,Toshiba,8GB,256GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,15.6,2.2kg
564.00,Lenovo,6GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.4kg
1299.00,Lenovo,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Intel HD Graphics 630,15.6,2kg
349.00,Acer,4GB,128GB Flash Storage,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,14,1.6kg
4899.00,Lenovo,32GB,1TB SSD,Intel Xeon E3-1535M v6 3.1GHz,Nvidia Quadro M2200M,15.6,2.5kg
879.01,Dell,16GB,1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960<U+039C>,15.6,2.59kg
443.90,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.18kg
359.00,Dell,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.25kg
869.00,Dell,4GB,500GB HDD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.93kg
1168.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,17.3,3kg
569.00,Dell,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,15.6,2.18kg
1389.00,HP,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.84kg
2267.86,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,15.6,2.94kg
379.00,Acer,4GB,32GB Flash Storage,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,11.6,1.25kg
1124.00,HP,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,14,2.31kg
1465.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.65kg
776.00,Dell,4GB,1TB HDD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,15.6,2.2kg
799.00,Fujitsu,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.2kg
932.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,1.88kg
899.00,Lenovo,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,15.6,2.2kg
239.00,Mediacom,2GB,32GB Flash Storage,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,14,1.4kg
468.00,Lenovo,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.2kg
639.01,Asus,6GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.5kg
1820.00,Dell,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2kg
1900.00,Asus,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.1kg
1479.00,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.62kg
829.00,Lenovo,4GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,15.6,1.8kg
579.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX,15.6,2.2kg
399.00,Asus,8GB,1TB HDD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,2kg
906.62,Asus,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,1.99kg
1869.00,Dell,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.23kg
249.00,Lenovo,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,14,1.42kg
1757.42,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.37kg
2399.00,Dell,16GB,1TB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.06kg
1109.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,15.6,2.5kg
520.90,HP,8GB,1TB HDD,AMD A9-Series 9420 3GHz,AMD Radeon R5,17,2.6kg
2450.00,Lenovo,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.14kg
1169.00,Asus,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.5kg
450.00,Acer,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.4kg
274.00,Lenovo,4GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics,14,1.43kg
919.00,Acer,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel Graphics 620,14,1.8kg
2599.00,Razer,16GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,1.95kg
1213.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
1584.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,12.5,1.36kg
2799.00,Asus,32GB,512GB SSD,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,17.3,3.8kg
709.00,Acer,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
1449.90,Dell,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.2kg
1191.80,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.2kg
364.90,HP,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.86kg
1064.00,Toshiba,8GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.0kg
919.00,Dell,8GB,256GB SSD,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,15.6,2.2kg
1135.00,Dell,16GB,256GB SSD +  2TB HDD,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,15.6,2.2kg
