Potability,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph
0,2305618992529330,3046864182648060,7667655265787090,3375579719917090,5396250370863360,1613349894678950,5813452670034250,5436819303585550,914973392673672
0,2048699744563400,8403284552226860,6012315537887120,4183094305908330,31117895469026400,12742328733030000,6728232845720790,42431337337783900,7615556979306120
0,18369747959498500,9812122463467300,7607639271731970,40037352628416800,5396107974856910,12348083326544800,9039027660429540,4713719499272780,7813067624946340
0,2033547883821450,35800699273176400,7683399375833110,31291904442520700,4249669947448050,18092608300288300,9644212931944310,4168487101902510,7721032687967830
0,19766630098297200,1740353216686130,7688917071627440,3374601764979320,414766630759681,15349868992441600,6369674586955930,3319353736685140,9056244707341860
0,21375517693146600,21689634297243100,8771784092291810,32503426465103600,5081164726631860,1703821220006000,,52471301485472400,8082657125491430
0,21044120540579700,33095389596753200,6095883817488380,3123757857574450,4824519329136100,1181333768964570,6193507808615870,4874534245985100,5848667070247960
0,19948971647950400,26559380405574200,7904381266348060,3517389246324650,4915197052913350,9504879668328320,6614635511404140,29358019953242700,8470545998692100
0,1809446965386130,10345399314574100,605698914296931,,39704312971906100,1821546443287110,5397673372777090,38391854004736600,9228581629853330
0,20827918131736000,12806832326529900,5489258690502400,3229239977028360,47202828571168700,13389548759773900,28566364371679800,39958570491966700,8170588044761530
0,21191727649843500,20709279762154500,6171162004840060,27894927297600900,5250754779310330,16684074144953400,7452980588065430,4991895990063800,6381977105096420
0,22100023527034000,20769519635864700,8361018660492270,30752315882358400,32658635982044200,1228623693266910,627686154045542,4808582691098530,6989813770294970
0,2000041212242930,8644831046838450,9823507151433220,4427614283690450,4738141914124880,14156241368976300,6416440896563720,3577447459649980,10378108203556500
0,18210057280095200,17423407988916700,6815718722305150,,4955131279462760,11558371894690300,8586411873067240,35681965996986500,
0,21370229899617200,33431671122053400,5542363643899620,308380612133381,4656301194498780,18126923689535300,500810539605979,4144780872709730,35908223640059900
0,2010577144409080,13921146216729800,7766494669343480,,5607747290451240,14467094899865100,7437401767003850,4409053528240360,7388518502791950
0,15804306530443300,12256678286509700,7105619057118600,37151743510289,38244386271835100,1440808046999500,7810073531721510,29574410713545600,6966835167879630
0,1821295143139350,24316875145809500,7009805809226090,34133395170270600,47953749686692200,20088643381265300,5392504533654800,4223883710835090,6703486853784560
0,18342797475723100,16916413537349500,6539415890942060,,3637677138375480,10144442744407500,42315473273750100,3151388595083390,71396712562776100
0,2139599878501700,16388405264965600,7656506229429670,35772813129269700,37268699538561700,15379518621419700,31895507379008700,5138047828184830,6648793010019950
0,18205953422393900,17869455441116800,983291119273741,36153773576128400,3594494203333050,20209330470358900,4915663955393250,4170075590262240,
0,19704996531372100,10762938632419300,7515814624361210,3847911340697310,4061167839661610,16237265347286400,7461165349978040,29901508910892100,7940713224453510
0,18219690543881300,1813209440069940,6712006973914050,3357805182550700,5699348877833430,151193475192876,6335970553322260,27819441082828600,8228563824612490
0,16235968676676100,38024116810167200,6281552958779080,,33797282283225100,19270708731293800,8419258057565850,3494032184477460,866569208287077
0,21452932829291100,2103510685521580,9134812616976620,,471178108774357,13333517575028900,5819422234001310,5122702568734230,5064042459574990
0,176319303983598,116976069722698,8198105709931500,3767839890646330,38301910133865800,12677487943718800,57280265494898700,2865031442985620,78943227825227300
0,19404671884652100,16733124102663000,7701926488840800,350243966042523,5049254660509990,1970342152772600,8225345354623480,3965647066605850,7042793877475880
0,17717439355102300,8451319110908960,5807121707735630,33587171849939500,36169143675502100,14359351178497200,5092667057016850,4461210732047670,8305063984234730
0,168687890271917,13181673516106800,6383226137929180,2983070930770490,2942980647361990,12366424357289100,7920647326283950,4405408198445280,826830759203937
0,19957052513598000,2530510293017560,5956792225706750,32913325487354800,2875960624748220,13786141492621900,3378155731671320,41330693385738000,
0,2179367988994450,24502155146145900,5919099072332410,,4260030036036080,12263150126174100,49502513243973900,24593368407245300,7397562417753870
0,18378949102754500,11619709696795000,6035221327328300,34382801532210600,36277543920188600,1664369604247890,732592207744983,26147660596382000,6367298530432270
0,1851837391644870,29985249880596600,817800799022398,,4899043467157240,17697765467757900,7423007643722750,43522957788197600,8410625565120460
0,20753538090335900,2267147976122910,6284582109974250,29558568565997100,29710649439357300,17105327736425400,7102082542930130,4909571475286930,7098245544161470
0,19610429767213300,1953442164849960,666115743127202,2978413812518470,41807551053196500,17161767683773000,6946735908438410,2981649192437010,7322502050459660
0,17311982132608800,11178403543794900,5893458351780590,343209876448911,3900656160436110,14160899492423100,6543300783947380,3807318102819920,5198224971294210
0,2134747063599000,20626515937310000,8442056505219160,3187387739181400,33789540547426400,7689294407203760,7700312053425360,32365700434139900,
0,215750220701636,3677613749886940,6669056600452000,29411104373676300,4898858713499460,11180349601666500,,4754313123779170,
0,17870720011619700,1695001590699420,7866135208545800,370326349763824,388552620694231,10971431871144800,7460802345456270,30212889092957400,6280905112787960
0,1461305993708640,1346787978042000,6423224368793980,28957645971631800,41284050644309800,14307686682629700,8152953366202800,4016144075544780,6823930137037010
0,20915702188740900,20487923825406600,72789116188577300,33287757365430700,5248833293724160,2075175131002650,6023684353704000,31552136525031900,6629993518356900
0,1996093635972810,11278829678470600,7464893143133990,43344816811018000,46197928577438400,17099096356293600,6319083547481520,38578519748426900,10301571270693700
0,18131241822476600,15135127235774500,5824041884169580,293840702718993,3916103219267880,11591794786544800,6194668307741880,5457830951249980,612319393539216
0,1961393118271600,10540342277807400,6459459721140990,3591687216410830,40067960209642600,13583559306589300,4590070579583620,4149483264789610,
0,16581532563767100,6068454884948070,6132131503643620,37320683366423000,44278626670901100,1111817146179270,6402759950601760,4257037542698210,6848033469174720
0,2270826935890820,4516663938937440,8075967471855610,2797580696354290,4722459375237820,1701380109372680,7260633190698320,314478972588668,
0,19768487912832800,19505296944750600,8262397946352620,,4360564852545440,1290210860884530,,22006782017544600,6411525835916650
0,1950188877884110,1727951374941260,7027441295267250,33646604197360600,44671221913474300,4861631498475730,728375396737488,35045245337918600,5122648454950090
0,18534296149450500,22690244404070100,8150954367608380,3092176506941580,3983701304504020,10034950251448100,5594732217242320,53895102460791100,3434855759978650
0,23672504872652900,14036163655600000,9002884993024140,,5649028128454190,17405817715350700,,3133838701697060,10848130421433200
0,21361037181832800,1886267305435680,8670126667077590,32402710551049800,39622901020212400,2005573720722560,9659145991238880,45655421540494400,8725393412154080
0,24167179977276700,1858830332581780,8784378178977710,,30368810651675300,13615947275381000,7512989608607250,5227609397200680,10351742528378800
0,1923904297923970,19808537766302400,6955821311242530,37770018853940800,50352217244233300,1378097300450080,59542768697160700,3986780704094190,8174028130575550
0,1976093924021590,25204674081703800,6501096900445830,3305521729239240,49082150012055100,15107288653945400,898009474059229,24521208064730500,8034011916654260
0,18827718776299400,19902823823816500,5002791911930390,,33134556930168500,15062840864071800,5781433533419650,36340306684709500,8205541814653980
0,20329662106004900,16853676327633800,7334428247669590,33976757892478500,39898950036504500,1931875981905100,5857460973392720,35085037127292900,7893818459458370
0,21840554471945700,11370649169374300,6866826341851620,39284190678945900,2845511731224260,1609552022591800,,32665624030220200,
0,1925079836142210,21715774408674800,5454063428048610,,5532872406359630,13081524178342800,8727953747817820,36529914223306700,54881354688390200
0,16223184570645600,10494573368799000,8087495753688600,4239520283347400,4873183456742140,16011608200391900,699767192461293,4128193137247910,8163074030614220
0,18424849598665900,1446411554728770,67593522120783700,3712838193630060,4977037750920960,14782860509212000,7343347850480980,34841205736312400,6867000691245710
0,2201254225517980,4000972361003080,6631835991821180,,4931183455683010,12420833844653800,4912930147194310,39081988464086000,58217069136202500
0,2032002856113060,1582518257101370,67542424970073200,,3489529033524050,1109489849242990,9149308716392640,3930080761019310,74518887792117500
0,22880280364020200,459396891579836,9564026660415790,3778135053824870,3923823256829380,13872994262085700,6698358863187690,3822307139365950,6898315040728930
0,1801197279392430,17253336739558800,5741253814212180,,5759221716807670,14861906208232700,58754980692180000,4435514109196100,754434011403763
0,16828365132507000,22207470232223400,5850079945096550,,34486950640572600,15466455102163300,34719623004715700,38088506940726300,4103867855230830
0,1960346230520390,24000523143797200,5729574898504870,3350923218449920,5117051873083980,18588090626839900,6845803744806280,5799322350328870,5329938815249270
0,20681788714499300,2403659382679380,7691454199173900,35663256146213400,5522730552697680,8574690965276370,8862013892553350,4760381754960560,6962993545041660
0,17782912709058900,16515670391024400,6147209936934440,3089016958958330,5429970993819680,12626473770813500,6090025424796450,4709374128291760,684605994179889
0,17589063968887900,11582505248963000,7059985115035050,,430322091892864,15674785167250600,8676025720293020,3278584410433220,62798421834965100
0,19737448180265600,3470241784804420,5869684683498210,26106800576180000,3900465725578720,1775791679343450,9138460524076660,43796304394525100,6739849727999290
0,18443483624840400,26744301741742600,7356517092999120,33203028478519100,45964217162082900,1841792399218830,7187557365083040,4115428052361770,5495035446034110
0,21728326240967000,3634340705514040,8532725772698730,375964391222051,39387768299357200,17442301311156400,7772225679070390,3642289213931960,75837702990430800
0,15943317519861000,1629800134677060,578470854009484,,5252137906966150,11055445949057700,7928873961121580,5302972731364210,5866702734137300
0,2204223891479770,21051256906654700,87395051283663,34804776048348500,35336541839326100,19637041624544700,4870998868529140,4732002727289710,6394980461331700
0,20404888998474000,3717400541355080,786781524178014,3290195541682100,46678326401214900,1398870665820170,9682696136427750,4371078785200280,5821261629656030
0,2125550662759950,2785974830636320,6646355629546830,2864748064858650,5245479748918910,1306780306145350,9991838656838910,446036293825241,55140621851991700
0,19243607640573300,22296059652394400,7450541237263740,,3263507452027740,1182740117330910,,4359137363714960,6730883601577170
0,20046444487775300,37200242064765700,7401099400667650,3117948866428870,5731355323579300,1723865591477500,749482169651606,3295033859358620,5198067642905190
0,19101230860303500,9626893206045970,6179376873861620,35305589050551300,2713684374970510,13441175369206300,9248613979627190,4654177334718870,
0,21563725524898100,28263310638065700,6478948476406650,,4176082144324270,1655254306872580,5639934641231160,3933564969736750,7362331186706080
1,20736142944113400,2252343356996630,806469307232728,34329387640356700,50325331710894300,12168333719046000,836566149592497,4127599072932990,7066141840325300
1,23238682737740400,2510720862979830,6536679802286150,,4732680964008710,10817122515876600,8122498270271520,37567201703855300,5420347746957920
1,22211300420245900,1635122628667600,7838884173635470,3531898056665930,4201368731132270,884051445092797,6654393516406810,52512231043193300,7015332582746860
1,2462397631693290,6974225134833990,9812468418952810,4179118369316280,35553246958810800,13330090551381600,6838837817709010,41386965672928300,
1,15067102108930500,1359360001791620,6456238476905320,40173739204707900,39220674143207400,19827391815216100,435642926066726,4914883755535080,6044671753329080
1,24647696246194400,3136954164078310,6218948453901330,,5270007955647550,10522934631947100,6212546897977030,35741720224410300,61986503364476700
1,17820054154343200,2024308819511120,70994743783364300,,3639740597257930,11913203931459800,5827370011313390,308954964758435,7678945067219350
1,12570532900057400,3538167075872480,4740110742938580,,46346164010252200,70912289574613900,9859456046083170,30400314978062700,806206612314847
1,2001637946160670,32595120243522100,75724354712978900,32455151350734700,489272160165231,12305634411994500,4568742145475980,3968177082539270,7255798597493360
1,2394399530627970,15426915078767200,8731751182884090,39231217341333700,3649564912534730,14162010466213700,7076599159013850,34301673233947300,
1,30662748142008000,2850821692861280,6811415524954470,2930783048322920,30611553927090300,9006142613897110,609120335280757,25056504406363900,6792407468552380
1,2040414512166340,8524874645571700,9469763496724730,42981432215178500,3285652877634900,11173154976335900,8888881942793670,36842633826061000,7368165576531880
1,1958272127022540,1161020794869490,78700615413288,3327590286287090,5149259969241640,12291615511880400,8742907783821160,20870802171798300,8837786915479430
1,1486246064696000,2368820522331310,7003487667065500,33911267301548500,25996376259206000,1721857542525160,5604493436409860,4015246444321190,7108140711077940
1,1940563928951710,21776170174493600,6278292699450070,359099732993792,3537729296079890,14181470634875300,33592030767693800,45481003496821,5289618437232330
1,16247822634657300,3962408717906600,54083539516291100,30069512981801200,5070270059985910,16559228592883800,,4533174154664910,7169251038319980
1,1538097826928730,11598682367072900,8053642008191590,,2976758765784810,12907350909826800,7368874240315730,3198879005391030,7695049437156060
1,21917829659993400,1655987726220430,8877010593115730,35530498040498300,5452286679739810,7283012995935960,7333152912966890,4687846798329180,8693149900569030
1,1847860379024850,181130173023734,8319079887725360,3815132119281760,5302483872202360,19385941008014500,7095756540389420,30770348929711900,
1,21914337264435600,16078459386211900,7652135132079860,3556888922874360,282502338129087,17297555516413000,6506506907302510,3360130677748900,69997645107739800
1,17339092815255900,1661651661653820,635293353105966,3293397676162260,3374360877112990,12446975630517700,6015941276592290,4490105279441120,689792271658945
1,2128385142858630,24259751669473800,7360504474852790,,34258144361480700,12332979143567500,677489913795461,2881370055449980,638231460426029
1,19660374614181000,3721522683519180,7408017537424170,2479348552726030,5225485530728810,5512039717949500,7783081603593750,33933253802234200,991709205694149
1,2716308237919940,2695533018270640,6772753383250590,2966515643633780,4438725582862580,1704868331892410,7282739237135590,33548901479615700,5609025353745410
1,22594193462003900,22807338851454200,7389259611534110,,32868441961500400,13225665858588500,5080335294728760,312316615927887,6277463093365680
1,19026736742465900,15255115257959700,7597687573737940,3661923267335510,41847674153387500,1331272274001090,6894488848491,3796737486057350,
1,19169263971651100,19789636079978200,7856556902117840,3403263143932330,3779263683128550,18917026715796200,5869220411270060,4425133970460170,7714312671631400
1,1622133452444080,22337448392967200,6867963632037960,3796138031370580,33707734853812700,11712149246165400,6596781371513840,3707053967662740,6351286549370790
1,18482855705086600,2684566101347510,7673719024583920,32723910879775300,3892642157392940,11032867169120400,5251051952476860,4007902612509110,7958871446046470
1,1642545648416480,13776621791774000,5925462323451300,,3151993932446130,12082168713966400,61474422868387100,379706786115003,6618186566692910
1,16100230529791400,21111664104120800,433912599905565,3013071729156640,38475329758346200,9261965325690310,7100221724990190,4176218742792000,6000723335995510
1,15916892594184300,21217158595568400,5298877261876910,31725678831069500,30524360041366300,16865452985372600,621543794564029,32713388593703100,6392927840114370
1,22327889127950700,2028735977041660,5274744658651150,28208571927370400,37700039202666600,14046277504321300,6762724105537310,23670413093414900,6977267851638900
1,21854936272771400,1866484429697520,6690393745252390,31239301924216900,503414897004023,15422459239950200,9438693228247770,3861109202341750,6353436843717330
1,1408678983115180,20666410142053100,6903524638089180,,42869533075275900,8398237310611640,6729095584544490,2747027112289290,6019939994871640
1,15980372018647900,14884339958152500,9194574840122240,4111006916798000,4041959120807720,1737573934693230,5115397220920120,28847150979192400,7330196876767330
1,15792749243628800,31598536376742700,6778054103989940,,46402548282268700,1205362720543790,9387169223961130,3842577603866390,9241338766959900
1,17661282880446700,21857838889341300,4709044275103350,,31043597926185000,14314281814719400,5269795843717040,3931653171254090,6593174456619290
1,22523175998572900,6874586016391740,10116984176644800,4290456197400510,3865820831639070,15845192725826700,5947401272115850,409561181325633,6948265449383840
1,2107328535918540,13671416030421900,8546187001006760,4184705513025050,3522523276513610,10353658740835700,4530400698332190,33648908816171700,
1,2147257041566600,21093217408664100,73664972021573400,2912832715992840,5390065206523060,14670245600537600,6225962323258580,35892516337236000,
1,2144695747933210,10815399442205500,7795542714404670,,6261287370599500,17477597986636200,5998973731103910,38895000398614100,5938321178779360
1,23093283212129000,3289874936773520,70199710748416000,28067498362294700,36493112814216800,17051184733261300,6978164116801300,4284831119370140,824955050895133
1,2585268417014940,3545570961215390,4881376648213990,206247229446338,31862262232131400,1396173961071660,6586667919419520,38678433026408200,6903816977786620
1,2103714356124300,9583710441307560,850940333925466,3714716904747930,32568369121664900,11781265015041200,865134743861137,5554074526332090,7605674820650830
1,10869907681469600,3429815294149100,4949409764235750,3176101823239640,32459027345963400,19495393156405200,,3181112063345660,65892905009635100
1,1746141336025850,15736893958506100,803428389125894,,30310814585787500,17425460208515000,906623366916451,2285519928882210,7511816641411970
1,14343135025761000,4671855596534800,4768780800964810,25246648472775900,44683967260296800,12575416892102100,6064840389938010,31600748401136000,7301444654287730
1,18203689538627200,25661360539469000,6939853225180280,35234492925276400,4198958884537810,11835382178148200,7143603836861600,4255948316623420,6788291583178550
1,1840409883057960,23727094105198800,4964448947647600,2776808372224040,3828477409283200,10213622575685900,7556104956356140,3714469252576860,
1,19476121497258900,38119185568481100,6998157842376230,3332892161964920,4369274171089760,13746597926652300,6049058103987030,33569779816134100,
1,20040435093805600,37033152091371700,47270723230968800,2808449162117160,3766727942156420,1248525698991660,578184837106709,29421153671384100,6692531669059860
1,26280847774427100,1715010054999000,9378390092203820,38030135015969700,514545672099499,20637598734129300,7652907700861660,4080786271348120,6028101118266440
1,21806238354730400,17180188184343600,8915970937560090,3932757718326050,3490030699501280,14354595084553200,5724708237694070,24047292060079900,6715940563939270
1,20245806075548300,26551370104695500,712077230286162,3129340248000830,30634556250687900,1799816009986300,6735607867941560,4354535490634880,7490786675734910
1,28737020818852100,4132544354767340,55172797179661800,,3757245185330380,1397733754448510,9785977468697440,432232533697766,
1,1063801125414630,1557014232208760,6851404882360640,4415876537823700,3804330193873430,5218232927132190,487355139639406,4356593856228120,6336588682161130
1,20346030160970700,13720910434922200,11129153658303900,4757374601531330,36134249562314700,16548438388766100,55132546193094400,33380217586877400,7381757557406790
1,1966498225540420,4418423045950250,5265557586247640,26042560464845400,3242501475903340,8148929054665640,693750440847648,4534960272538590,7256015038533900
1,14796806029838400,21226665548084800,734238063859913,38740285668605100,4210999168971550,13996100554431700,5117405802120240,4746091948559110,70258217707497600
1,18384009969220800,29339929268453900,57036171336762100,2595347190007470,4269859416742490,14006983230326700,9159070343135010,4564460391989150,7606880475374770
1,2022562815455870,11848769729095100,7657534113387620,,48697054256998000,16061439779000600,6185135771917400,4159566509149570,6983860438979460
1,9728090859780740,19743148416494500,34026815899619800,30543123624624200,5029190132295650,1509409115186620,8655416824334110,4526350938820330,6347020017898680
1,23034290080685200,24682124546316000,74255804969809700,32383273741263200,34931321274182200,9497937073238910,50660145497161100,39819688318389700,7322828416616520
1,2070507482906680,15228912908891500,6182409481989710,32139940357304200,5232417319701850,1268372439366670,8616597060753250,4263180267696570,6777506359435940
1,1555535654114510,271933173775301,5791452509083570,,3565198654775600,7832108146401820,6941966467298130,2746649833830860,8370364964619350
1,16889642168837500,3650552425763320,6062561086621280,2985524799389980,47405749017326000,14299241868727200,7170689113232490,4299209281102340,6642755695262760
1,2037072216185070,15597640883064300,77514611859108500,3612478096865620,452922024905992,145971445174402,7085097650024320,415016690975386,621758491448443
1,19252170324831700,3626970131666210,4973866332075410,2774992970967100,3204708529632040,14786347362452300,8098021278292360,3352764605845470,6630122155828680
1,1717517540369100,2833866404002990,6392120730986490,31900507105995300,496906266181651,16192870149305000,9112321931749050,3767443125675900,8051022203026930
1,20832602177209500,28234906857156100,7784123048553010,2973305280861980,44456010847647300,12645175778177400,787565328358605,49300838102540400,841608681704654
1,16691399143546500,2403751049003730,71367126114855000,34988527610338000,41147846097100600,9456473170031010,9490112226620020,37437037351816200,
1,20472428140123800,12732888243247400,7717186742132450,3310871770341710,4496856024311420,15669628241379100,5540407965591150,45342330430238300,7933067691513920
1,1815253897893360,15805650152983200,7263017971187820,,29179606717662100,13043616800170700,7713105116007560,37840853812641200,79176085954610200
1,2156737860705190,5648867241273910,32314384013788300,12900000000000000,5419154676754550,9313770679686220,7082837383447700,4354287641189530,8942045991487
1,2466228710490060,15428450915708200,7570768596359370,3056164224886140,516217847243303,1752681934068450,9160279375318570,3931730862730210,7033945358536710
1,15820764744104900,452430289529302,4064877887005870,2471800381287810,3997669648211210,16086232449405300,53502085762742900,4108856703319130,
1,22508855450869400,31749924396203700,588479511562775,,50390873305853900,18502406101828000,783543406993554,3959636523743510,758004880807379
1,1292400806215750,20465588609162400,7212916680892600,,5909065735830410,15292705722888300,63939820688927900,4810185430241000,8473249064166920
1,23726950481139700,2417027489447490,8706012437470020,3497721759615860,4770239651307410,16574059831350200,9294575720286190,42747382136106000,6816416925295720
1,215440641301999,35775793395721800,6502544137326670,307563454895814,36509414345117800,8127542868467740,7755495328187680,3535597778692280,6460033522100620
1,16992622161321600,22550492264225100,4973592706222020,29740449741812200,4604153864081870,20789591712522300,9330073290085190,4007347485187130,6227826794815900
1,1905675212494870,18589031159737100,7470352522879210,3621469773194860,47144476872688800,13760230940081800,9030630974380730,4400203468805100,
1,19554096692399700,41424990006204300,989270343964255,4624742150404130,43541824496527100,15846047606081000,,3612918763485360,
1,2839972840772540,2831543777694190,7144655074770770,31846514597883000,4259842126790010,11813231171893200,6765102459155030,5114607051016190,5632731646664600
1,2313227966792550,29778357876954300,438109672011746,2483043909176840,4889541644367410,13022135124285600,5406085110281750,33150705928492900,619124144257447
1,121575139230317,16978926829044500,6812415640336410,35425025177160000,36822457499711200,12997263261412000,692602092263662,3395482609242570,7701032797005610
1,18704328340357500,24634552442871300,9081880472815230,,4438433994171430,11053924602664800,7410818032317240,3498716818980460,
1,1994250376532790,2510013140450440,6817660238042550,,45375797223649500,14632438282320400,8265063482137730,34521497364245300,883264111562239
1,21934293247231900,22455695011751100,8283757694778310,3860387902287790,4012562922845290,16650114369808100,31174039374468800,39385056274364900,5646083311861940
1,18541507665781900,2441250353691940,7253851858051990,,31026197419112400,14942217307210900,,39010968662093700,733210396318143
1,19760207770854200,9407664038720550,9610055885550420,40027457921531800,270794058781986,11300587314258800,5320184835708190,4889458166019270,7896743922258230
1,22859039232873800,3917238964292970,6014737758938230,,3300786127914450,1142337702465630,59267099212481700,5021464632411660,5675294715190140
1,18455858174244500,15940573270538400,8165222040842310,4214860891671310,3145298133899640,20314616737804500,8370793779298930,4867287404331260,6010617576533580
1,18079555812792400,2471299343193110,5687865445343610,28757088393241800,4349545188654380,8642494410465070,8458196267045220,31530047275571500,7986018499069500
1,2638576754130170,1667099601323440,7758237006951430,,427811456301812,1715196898421360,7781069948707080,430405163167599,
1,16782331532132400,30897990039257700,5484920409928210,,43734858492202700,15581902736375300,61853527954611400,4943842600666050,7159613911959980
1,2134282694402860,11246426645933800,8208677807352500,3772216722685330,3417164586410770,15669955291483100,6723005672019860,5185000023597010,7565198073160240
1,23144505427709700,2258578880910970,5676387234872750,,4966034247597270,16154963807086100,91461708784448,4916218246161070,6865568515027830
1,18029090762022300,12683483292055900,7907876694584340,4238762969891140,4150065755703800,12392869404483900,8370704535621560,27417913083454200,5736675708942600
1,19802109507676900,22207482865469700,7387451232628120,,4648513219016800,14028602162841500,6144694473140980,38376390895045300,6129069622155110
1,1867226312289010,28702952380225000,59222929487923800,33802759870791300,4301851617726480,1766455497973960,6857319774058020,4539371149738400,5991371081542700
1,1908974211219,9076646483433450,9752087959847040,3573847087263990,4430374169292220,13307823795693400,62826687467774900,40720633529651800,9723377230792790
1,2250631027760770,19496848591923200,7158342920651840,2899459845331140,4339740224944380,15153816952353200,7476510055608040,37009166763765400,7736312841132020
1,19316250085071700,1600697258771500,6369162812139620,3144524251299720,31627802906999000,17865533212878500,8519251082066970,4999752022622450,671579947892659
1,16392724187974300,13354706509808300,74769692413802500,,36637954363958500,1712586347296630,,4816347767394930,7966762553436020
1,15561611241226000,2404218816001160,7639210005222210,3382938679790610,41826375748477900,13265852598441800,6657795244522260,35294272368553400,8242558635342090
1,21544520444495800,28979767601081700,7015365326271720,3123354721194510,42608347881627700,17950000556919500,5498387785049690,4076403287338450,6539546127935380
1,21664706818390300,13098858289980200,5565529496194080,,34397240543461700,15238641733497400,6561470498340950,4677920641099910,6785384060224320
1,24890471157708800,26136313571195800,7773735987643990,3350542435069420,40375425552642000,1090547625548140,7533302516708780,4628974863583530,7007974587155310
1,17930238137361400,12477771817585000,9989628390971690,4213939899810460,4717831533991960,8412402056532410,66163439242252,30133608396173100,7740383939415840
1,17533723954254000,29565711107942100,74321795210529400,,32253342323301600,11309245068505400,7011674608527750,4640043009571160,79180870791782400
1,18606060347906900,26693761606845600,5808579500930300,333073364224501,3128693643369370,12376272275359600,3276116091576360,4154685423680430,5772769697849310
1,17300833849223700,8835555875821100,9566105409835140,4362940711606470,3058344870063120,11009592033927400,9248188501756860,39202876880129300,7571684493181060
1,20339613019500500,24578421221310600,6594144886088990,2886784626440960,33682465618510200,1670192017237490,6879306179495850,31492018002221200,8733525329569860
1,20070550533330300,2765160909872820,6529774495645810,3216964552079030,45363750973401900,11283386641171700,9194218052267150,5544167317192910,6917858355091130
1,15766691751062700,33092669352987600,6765469172057380,30585557049491800,3776189451426830,13309390963575900,4301942664516460,4026622093912990,8512780908859230
1,21861969925707600,23308296877049100,7177445308764300,3554438312769710,5851664269959140,10742145849226800,4077385620785000,421167195883605,65391152614962900
1,22875681900556100,3216184009048270,6961296581915840,3141432699341000,30960841118198500,19218374043518700,54268008066156400,553747584049303,
1,274351886995951,40546956331528800,7130161148170630,24144691729106900,41767370224607400,9809669141814250,7939710488560050,3619181847561850,8227083130096280
1,15611082919985300,16255901371056700,7654550197659410,3811804664929220,59180147197882,1231249282127690,5968051841776580,31527627940382800,7274198050602530
1,1609626028404410,32528115614330900,5089127565678710,29228788840693200,44031787086414400,10008145983025400,6167980126131580,5349210585555070,7118980168364620
1,16340981923744100,3286550952537340,6066792957232620,3174674988476390,279646803827296,10811672993221200,8152645740099570,35746051622017600,
1,2491635668787830,1477803287527180,6390679360955500,33579608153565300,5175468169196520,1593187939664770,6655141892497080,4302179284726430,5941942536401310
1,13525927247295600,2218452703251260,7156540539745270,3579097951607640,48014310859442800,11316001571498200,549439919588549,4201577246628750,7278910903182800
1,15077572348289700,4168196993742780,10573402909396400,4765397173325510,35557848095397800,1535242481672500,7476097575082570,2745803764968090,744518902590451
1,18307135490630200,11592445624124900,8960736007790150,40824267034225700,3850148667810810,1614825846036470,833325162575065,28910188785912500,6442496436487840
1,19087746978377100,3980251491720430,5216683161605720,28823151787223600,3651481515685680,13680837721773300,9192574167485350,49898761676104100,
1,1948589998924050,3555873164724470,6371977545205870,29978671080756500,39482932593815900,11983960883245500,6985313473730640,4120827880347170,6919726155212070
1,164768901465965,24246503564672100,7623012262282320,3732128081132750,3680795100773870,12764140707841100,9679540303165850,4134575196718200,6472371049680760
1,16738535324121100,1761787630929650,7044432594927270,32340003158942100,2774127111055730,12493510203318900,61275234034923600,3495062986026910,8251217779681040
1,19166518320342700,1896409225556570,814835846973079,31899240588522800,35410182991675400,15072450177670800,841156733811639,4600663396060010,
1,21108650294582800,10794783898287200,79671884272551700,3735718777961500,4061985550358400,1878167887832680,,26402464129852500,6707108205835420
1,15413757916696000,31144703124202800,4807069266593040,2612133169865360,45101583833360700,1085191676865170,,33628217632499200,7240194470415260
1,18442915953995700,10835201157145400,68263306319169,3787757199826990,4304187865497370,13621324969131300,10082179194268400,4585971676210260,6528490775347880
1,17546586046062700,12653944084529300,7836606041214000,,5718220681785500,13216488586363900,6108465194393310,27255649490768800,70318391737084100
1,20519070668715600,25058160217144000,6881658941448610,327949396430524,3130915196352880,1658907203986130,729767414405051,35796518380797400,74943911014551400
1,21438013896465300,15007421534208500,6997160010542580,3288187599960370,4685550615423040,1740726103994770,10420710403163900,48920504401910200,6957433637931850
1,17940816823247000,16589811554260500,8405842292778110,31783752519905900,327650903904166,15553588473560100,,332738442877916,
1,20518301983822800,3522907700167060,5088710485880790,25472993196834400,3600589598270380,1361755977824780,,4526768327029910,69623245949195300
1,19775950261019100,20122192563757500,6862782053514220,3530119743810490,4727093808844900,11058818499412800,6466330907028900,3802819638132030,6509621638211160
1,1910041071514580,16654509370021200,8038212717585300,35057795005359800,4182000717349230,1229376978964230,4900925640494750,3021381555454750,8069297892811400
1,21376717628484600,27377699775744500,6915301472063370,3277174080434710,4575115872324170,1796873601497710,,34534388764574300,7213375388220330
1,27160121237018700,14348572923584900,9923315466056430,368842011462866,6106295503471940,9386798893815750,9140211169023880,34382798388279700,6790838199257250
1,17542103940460600,35701155320153000,5494254342147780,29005280223476900,40105880173318000,10285282646157400,6642057889523180,5256483549715020,6975209177557350
